,B14_to_A5_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,B7_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,B14_to_A5_intTarget_0.0_mean/A15_intTarget_0.0_mean,A25_intTarget_0.0_mean/yb_cut_mean_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean*A5_intTarget_2.0_mean,B11_1_B10_2_intTarget_4.0_mean,A20_1_A16_hnew_A17chengji_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,A5_intTarget_0.0_mean*A27_intTarget_1.0_mean,A24_intTarget_1.0_mean,A25_intTarget_0.0_mean*B7_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_1.0_mean,样本id*A15_intTarget_1.0_mean,A12_intTarget_0.0_mean/A27_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_0.0_mean,样本id_cut_intTarget_3.0_mean/B7_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A25_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A5_intTarget_0.0_mean,A25_intTarget_0.0_mean/A5_intTarget_2.0_mean,样本id_cut_intTarget_1.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean,A6_intTarget_1.0_mean/A5_intTarget_1.0_mean,B14_to_B7_intTarget_4.0_mean,样本id/B5_intTarget_1.0_mean,样本id*A10_intTarget_1.0_mean,样本id*A5_intTarget_1.0_mean,样本id*b14/a1_a3_a4_a19_b1_b12,b14/a1_a3_a4_a19_b1_b12/A25_intTarget_0.0_mean,wendu_mean,样本id/yb_cut_mean_intTarget_4.0_mean,样本id/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,样本id*B7_intTarget_0.0_mean,样本id/b14/a1_a3_a4_a19_b1_b12,样本id/A5_intTarget_1.0_mean,样本id*B14_to_A5_intTarget_0.0_mean,样本id/B14_to_A5_intTarget_0.0_mean,样本id/样本id_cut_intTarget_4.0_mean,样本id/样本id_cut_intTarget_3.0_mean,样本id/样本id_cut_intTarget_0.0_mean,target
1187,0.0,0.036,3.031,0.955,0.35,0.049,0.0,3.0,0.029,0.333,0.036,0.632,402.88,0.481,2.529,0.0,2.966,5.0,0.241,-1.0,2.932,0.081,5381.25,390.355,143.5,224.298,0.927,72.667,-1.0,8610.0,136.667,9180.739,14350.0,717.5,2870.0,-1.0,-1.0,8131.667,0.943
1188,0.041,0.195,1.714,0.0,0.105,0.0,0.156,0.54,0.04,0.5,0.0,0.0,174.519,0.695,0.0,2.036,-1.0,2.185,0.0,-1.0,0.91,0.0,1824.0,165.391,187.077,76.358,-1.0,73.556,4256.0,1148.444,64.0,4841.2,1976.0,173.714,2128.0,4256.0,2837.333,4256.0,0.891
1189,0.004,0.092,0.316,0.787,0.023,0.049,0.067,0.118,0.042,0.333,0.035,0.534,299.667,0.522,0.641,0.804,0.312,0.368,0.393,2.411,0.491,0.062,3306.0,283.994,447.429,148.328,0.843,72.0,14616.0,2349.0,185.6,7348.154,2436.0,54.947,19836.0,14616.0,7308.0,4872.0,0.879
1190,0.036,0.085,3.031,0.746,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,379.858,0.0,1.322,0.0,3.128,3.824,0.433,2.359,0.949,0.081,4277.868,349.688,416.308,190.502,0.881,77.222,18942.0,4950.198,185.957,9609.375,4397.25,676.5,2706.0,18942.0,-1.0,6314.0,0.93
1191,0.0,0.086,1.593,0.843,0.11,0.049,0.2,1.286,0.045,0.31,0.066,0.59,81.897,0.603,1.18,0.6,1.695,1.857,0.438,6.0,0.953,0.0,1039.5,80.791,91.385,44.345,0.886,72.556,-1.0,1336.5,33.0,1989.158,965.25,84.857,1039.5,-1.0,4455.0,1485.0,0.879
1192,0.038,0.083,3.031,2.078,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,363.294,0.522,1.114,0.0,3.128,3.539,0.387,5.081,0.916,0.081,4266.703,334.44,389.643,182.195,0.881,76.556,16822.0,4734.335,182.74,9190.341,4297.358,647.0,2588.0,16822.0,-1.0,16822.0,0.955
1193,0.0,0.083,1.732,0.726,0.118,0.073,0.156,1.045,0.038,0.298,0.044,0.479,351.221,0.522,1.012,0.472,1.968,2.023,0.352,2.202,0.97,0.0,4124.919,323.326,376.695,160.128,0.882,76.778,-1.0,4577.012,176.668,9773.438,4154.556,357.429,4378.5,-1.0,18765.0,6255.0,0.919
1194,0.076,0.085,2.018,2.398,0.105,0.073,0.156,1.045,0.035,0.309,0.05,0.505,26.027,0.522,1.322,0.97,1.787,2.185,0.433,5.505,0.978,0.0,300.368,30.923,29.231,12.16,0.801,77.0,356.25,347.575,13.057,742.188,308.75,27.143,332.5,356.25,712.5,1425.0,0.891
1195,0.024,0.026,1.732,1.012,0.118,0.049,0.0,2.286,0.034,0.174,0.035,0.607,432.359,0.746,1.012,0.469,1.695,2.023,0.409,-1.0,1.0,0.0,5544.0,418.918,463.717,215.762,0.831,74.333,18480.0,12320.0,273.778,10991.75,5114.321,440.0,5390.0,18480.0,18480.0,9240.0,0.902
1196,0.167,0.083,3.031,-1.0,0.206,0.073,0.156,1.829,0.038,0.298,0.049,0.527,556.732,0.522,1.114,1.18,3.128,3.539,0.387,5.505,1.0,0.081,6538.541,512.514,597.112,279.206,0.881,77.0,5949.0,7255.168,280.042,14083.807,6585.519,991.5,3966.0,5949.0,11898.0,-1.0,0.93
1197,0.0,0.083,1.732,2.323,0.118,0.073,0.156,1.045,0.038,0.298,0.044,0.479,179.12,0.78,1.012,2.213,1.968,2.023,0.352,5.16,0.97,0.0,2103.676,207.671,192.112,81.664,0.882,76.444,-1.0,2334.24,90.099,4984.375,2118.79,182.286,2233.0,-1.0,2041.6,10208.0,0.925
1198,0.0,0.083,3.532,0.759,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,357.534,0.527,1.114,0.373,3.128,3.539,0.387,5.215,1.0,0.081,4302.973,415.227,392.955,183.744,0.881,77.333,-1.0,4774.581,184.294,9268.466,4333.889,652.5,2610.0,-1.0,24795.0,6198.75,0.943
1199,0.0,0.051,1.593,0.0,0.113,0.049,0.156,1.286,0.048,0.125,0.0,0.0,79.14,0.583,0.0,0.289,-1.0,1.81,0.0,6.0,0.868,0.0,1339.333,78.071,90.632,42.852,-1.0,73.0,-1.0,1291.5,66.231,1922.183,908.833,82.0,1004.5,-1.0,4305.0,1435.0,0.902
1200,0.019,0.033,0.785,0.787,0.044,0.049,0.067,0.883,0.049,0.0,0.037,0.955,463.278,0.718,1.433,0.643,0.776,0.785,0.506,5.786,1.0,0.176,9146.0,439.048,269.0,236.607,0.869,74.222,11298.0,10894.5,179.333,11009.786,9684.0,211.062,12342.353,11298.0,22596.0,7532.0,0.947
1201,0.009,0.058,0.729,2.529,0.052,0.049,0.186,0.588,0.047,0.125,0.044,0.731,134.841,0.718,2.192,1.533,0.776,0.828,0.427,6.0,0.667,0.176,2119.0,133.02,154.421,75.926,0.921,72.778,7335.0,2200.5,42.522,3149.393,1548.5,63.946,3739.412,7335.0,3667.5,7335.0,0.935
1202,0.0,0.0,1.593,1.517,0.13,0.049,0.156,-1.0,0.028,0.3,0.036,-1.0,122.708,1.141,-1.0,0.0,1.695,1.571,0.371,-1.0,0.579,0.0,-1.0,121.051,161.818,65.804,0.877,74.778,-1.0,-1.0,42.381,3009.312,1223.75,127.143,1557.5,-1.0,-1.0,4005.0,0.913
1203,0.018,0.094,2.018,0.759,0.118,0.073,0.156,0.929,0.034,0.298,0.058,0.626,331.233,0.595,1.324,0.443,1.505,2.023,0.46,-1.0,0.97,0.0,3986.432,312.471,364.048,154.752,0.674,76.333,19344.0,3929.25,170.737,9445.312,4015.074,345.429,4231.5,19344.0,19344.0,4836.0,0.925
1204,0.0,0.085,3.031,1.279,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,391.931,0.522,1.322,0.0,3.128,3.824,0.433,3.096,0.978,0.081,4413.824,360.802,429.538,196.557,0.881,76.889,-1.0,5107.521,191.867,9914.773,4537.0,698.0,2792.0,-1.0,-1.0,11168.0,0.93
1205,0.036,0.075,1.732,-1.0,0.1,0.073,0.156,1.045,0.05,0.286,0.044,0.566,523.603,0.522,0.869,0.732,1.787,1.558,0.458,7.225,1.007,0.0,6608.587,607.064,540.74,238.72,0.801,76.667,14920.0,6823.443,318.415,14570.312,6432.347,532.857,6527.5,14920.0,14920.0,-1.0,0.913
1206,0.0,0.077,0.793,0.319,0.046,0.073,0.156,0.464,0.05,0.286,0.04,0.514,336.622,0.522,0.789,0.0,0.901,0.713,0.416,0.591,1.007,0.176,4248.63,309.886,347.639,161.146,0.926,76.556,-1.0,4251.0,204.707,8921.131,4135.327,156.792,9168.824,-1.0,-1.0,2637.8,0.983
1207,0.023,0.057,2.787,0.586,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,76.106,0.655,1.005,0.511,3.128,2.618,0.347,3.002,1.368,0.081,1056.0,89.839,58.921,38.861,0.881,76.333,6072.0,1009.796,49.067,1960.227,1292.842,138.0,552.0,3036.0,3036.0,1012.0,0.93
1208,0.0,0.085,3.031,1.199,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,226.567,0.522,1.322,0.97,3.128,3.824,0.433,4.404,0.978,0.081,2551.544,208.572,248.308,113.626,0.881,76.889,-1.0,2952.557,110.915,5731.534,2622.75,403.5,1614.0,-1.0,6052.5,6052.5,0.943
1209,0.0,0.059,0.793,1.089,0.067,0.073,0.156,0.478,0.066,0.205,0.031,0.581,323.708,0.522,0.677,0.0,0.901,0.538,0.283,3.303,1.544,0.176,4612.0,297.998,218.135,154.963,0.926,76.778,-1.0,4218.461,109.81,8578.869,6094.429,150.777,8817.059,-1.0,-1.0,8647.5,0.947
1210,0.018,0.088,1.732,0.639,0.105,0.073,0.156,1.013,0.035,0.309,0.05,0.505,338.868,0.522,1.322,0.455,1.787,2.185,0.433,2.031,0.949,0.0,3816.25,392.883,371.385,154.496,0.801,76.444,19312.0,4279.364,165.891,9429.688,3922.75,344.857,4224.5,19312.0,19312.0,4828.0,0.947
1211,0.01,0.0,0.729,2.192,0.05,0.049,0.167,0.445,0.045,0.31,0.0,0.59,9.1,0.603,1.18,0.0,0.776,0.85,0.438,10.462,0.891,0.176,115.5,8.977,10.154,4.941,0.888,73.333,429.0,112.2,12.375,220.393,107.25,4.315,252.353,429.0,-1.0,429.0,0.923
1212,0.017,0.059,0.793,0.435,0.067,0.073,0.156,0.478,0.066,0.205,0.031,0.581,310.232,0.522,0.677,2.1,0.901,0.538,0.283,2.202,1.544,0.176,4420.0,285.592,209.054,146.635,0.914,76.778,8287.5,4042.844,105.238,8326.964,5840.714,144.5,8450.0,8287.5,5525.0,3315.0,0.959
1213,0.052,0.074,1.593,0.927,0.2,0.049,0.238,1.286,0.03,0.333,0.056,0.641,84.93,0.599,1.602,0.818,1.695,2.857,0.241,0.0,2.932,0.0,1170.4,83.784,30.8,43.922,0.846,71.778,1694.0,1386.0,34.222,2159.85,3080.0,88.0,1078.0,1694.0,3388.0,1694.0,0.902
1214,0.062,0.057,3.031,-1.0,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,216.46,0.527,1.005,1.055,3.128,2.618,0.347,4.128,1.41,0.081,2949.913,245.318,164.596,108.557,0.881,77.111,6168.0,2820.844,137.067,5475.852,3611.526,385.5,1542.0,6168.0,4112.0,-1.0,0.93
1215,0.0,0.0,0.785,0.562,0.092,0.049,0.0,-1.0,0.029,0.0,0.034,-1.0,3.444,0.603,-1.0,1.0,0.776,1.308,0.241,-1.0,2.742,0.176,-1.0,3.264,1.2,1.79,0.885,70.889,-1.0,-1.0,1.2,80.429,120.0,1.569,91.765,-1.0,120.0,40.0,0.923
1216,0.0,0.099,1.732,1.265,0.122,0.049,0.0,0.883,0.045,0.364,0.051,0.521,245.097,0.746,1.433,1.416,1.695,1.5,0.393,0.0,0.77,0.0,2698.364,237.478,332.571,124.492,0.846,73.778,-1.0,2698.364,123.286,6121.912,2291.625,249.429,3055.5,-1.0,4365.0,6547.5,0.891
1217,0.017,0.111,0.785,1.265,0.054,0.049,0.0,0.458,0.042,0.298,0.066,0.478,306.556,0.718,0.955,1.8,0.776,0.926,0.409,2.8,0.911,0.176,3026.0,290.522,321.591,157.114,0.873,74.0,8010.0,3738.0,118.667,7259.857,3546.815,139.662,8167.059,8010.0,5340.0,8010.0,0.923
1218,0.035,0.075,0.793,2.177,0.046,0.073,0.156,0.478,0.05,0.286,0.04,0.514,24.425,0.522,0.789,0.781,0.901,0.713,0.416,5.505,1.007,0.176,308.283,22.486,25.225,11.693,0.926,76.778,326.25,318.305,14.854,647.321,300.061,11.377,665.294,326.25,652.5,1305.0,0.947
1219,0.062,0.083,3.031,-1.0,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,218.706,0.522,1.114,1.328,3.128,3.539,0.387,4.128,0.97,0.081,2568.595,201.336,234.569,109.683,0.881,76.778,6232.0,2850.114,110.011,5532.67,2587.049,389.5,1558.0,6232.0,4154.667,-1.0,0.93
1220,0.017,0.094,0.729,1.265,0.059,0.049,0.5,0.382,0.054,0.286,0.047,0.458,292.568,0.718,-1.0,1.16,0.776,0.719,0.371,7.6,0.862,0.176,2879.857,288.618,337.591,156.633,0.876,74.333,7957.5,3101.385,182.931,7187.012,3334.571,138.746,8113.529,7957.5,5305.0,7957.5,0.947
1221,0.107,0.083,3.031,2.238,0.206,0.073,0.156,1.829,0.038,0.298,0.049,0.527,554.767,0.522,1.114,0.0,3.128,3.539,0.387,4.718,0.97,0.081,6515.459,510.705,595.004,278.221,0.881,76.778,9221.333,7229.557,279.053,14034.091,6562.272,988.0,3952.0,9221.333,-1.0,27664.0,0.943
1222,0.0,0.073,1.593,1.18,0.122,0.049,0.067,0.835,0.056,0.176,0.036,0.927,298.635,0.603,-1.0,2.25,1.695,1.5,0.393,6.786,0.543,0.0,5956.5,294.603,412.571,152.267,0.834,74.222,-1.0,3165.692,103.143,7702.837,2842.875,309.429,3790.5,-1.0,5054.0,7581.0,0.891
1223,0.017,0.052,0.793,1.265,0.058,0.049,0.186,0.523,0.098,0.312,0.035,0.458,299.282,0.603,-1.0,1.125,0.776,0.392,0.379,1.6,1.319,0.176,2893.429,289.978,236.889,157.371,0.876,74.444,7995.0,4264.0,189.511,7220.881,4797.0,139.4,8151.765,7995.0,5330.0,7995.0,0.923
1224,0.0,0.085,3.031,0.959,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,219.829,0.522,1.322,1.213,3.128,3.824,0.433,4.128,0.949,0.081,2475.662,202.37,240.923,110.246,0.881,76.778,-1.0,2864.749,107.616,5561.08,2544.75,391.5,1566.0,-1.0,4698.0,4698.0,0.93
1225,0.0,0.06,0.785,0.955,0.049,0.049,0.143,0.602,0.055,0.1,0.047,0.885,412.185,0.603,0.885,0.0,0.776,0.697,0.45,8.118,0.877,0.176,7539.0,390.628,448.75,215.016,0.888,71.0,-1.0,6605.6,319.111,9590.429,4595.2,187.785,10981.176,-1.0,-1.0,8137.333,0.935
1226,0.0,0.098,1.732,0.879,0.093,0.073,0.156,1.045,0.073,0.241,0.058,0.619,158.064,0.522,0.496,0.0,1.787,1.057,0.493,6.005,1.201,0.0,2181.625,183.258,136.946,72.064,0.801,76.667,-1.0,2059.838,180.16,4398.438,2314.556,160.857,1970.5,-1.0,-1.0,3096.5,0.902
1227,0.006,0.085,0.924,0.586,0.048,0.073,0.156,0.478,0.035,0.309,0.05,0.505,57.534,0.522,1.322,1.984,0.818,1.0,0.433,3.002,0.978,0.176,663.971,57.125,64.615,28.224,0.841,77.0,4620.0,768.323,28.863,1562.5,682.5,27.462,1605.882,-1.0,770.0,770.0,0.959
1228,0.061,0.083,1.732,0.886,0.118,0.073,0.156,1.045,0.066,0.298,0.058,0.626,329.323,0.305,1.324,0.0,1.505,2.023,0.46,1.18,0.97,0.0,3867.73,303.167,353.208,150.144,0.674,76.667,5474.0,4291.635,165.653,9164.062,3895.519,335.143,4105.5,5474.0,-1.0,5474.0,0.936
1229,0.0,0.061,3.532,0.853,0.175,0.049,0.156,1.7,0.05,0.222,0.033,0.599,202.74,0.527,2.398,0.0,3.128,2.726,0.458,14.875,0.951,0.081,2775.0,191.256,214.556,104.192,0.881,76.889,-1.0,2516.0,131.556,5255.682,2552.245,370.0,1480.0,-1.0,-1.0,3946.667,0.93
1230,0.018,0.0,1.593,1.279,0.107,0.049,0.156,-1.0,0.095,0.0,0.0,-1.0,164.07,0.583,-1.0,-1.0,1.787,0.914,0.426,-1.0,2.194,0.0,-1.0,161.855,74.375,87.02,0.915,73.778,9520.0,-1.0,0.0,4068.312,4760.0,170.0,2082.5,9520.0,-1.0,4760.0,0.902
1231,0.0,0.051,0.0,0.899,0.0,0.049,0.156,0.0,0.061,0.312,0.039,0.482,33.973,1.163,0.674,0.271,0.0,0.0,0.379,5.625,1.319,0.0,354.286,33.731,27.556,1.781,0.085,76.444,1984.0,558.0,28.615,8633.5,558.0,0.0,-1.0,1984.0,1984.0,661.333,0.891
1232,0.0,0.083,3.532,0.853,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,201.37,0.527,1.114,0.0,3.128,3.539,0.387,7.225,0.939,0.081,2423.514,189.964,221.32,103.488,0.881,77.0,-1.0,2689.132,103.798,5220.17,2440.926,367.5,1470.0,-1.0,-1.0,3920.0,0.93
1233,0.033,0.067,3.0,-1.0,0.188,0.049,0.0,1.714,0.045,0.3,0.039,0.885,267.519,0.746,0.885,0.289,2.966,2.667,0.45,3.2,0.4,0.081,4893.0,253.527,291.25,142.637,0.908,73.111,13980.0,3195.429,215.077,6089.773,2982.4,466.0,1864.0,13980.0,13980.0,-1.0,0.967
1234,0.019,0.098,1.732,2.529,0.2,0.049,0.186,0.835,0.029,0.25,0.048,0.674,448.923,0.603,0.674,0.622,1.695,2.857,0.241,7.6,1.538,0.0,6396.0,434.968,159.9,286.816,1.064,75.889,23985.0,4674.0,342.643,8914.425,15990.0,456.857,5596.5,23985.0,11992.5,23985.0,0.891
1235,0.035,0.091,0.793,2.177,0.059,0.073,0.156,0.478,0.049,0.286,0.048,0.944,27.795,0.522,1.887,1.0,0.901,0.719,0.319,5.505,0.918,0.176,643.5,25.587,31.5,13.306,0.926,76.778,371.25,362.21,13.2,736.607,311.143,12.946,757.059,371.25,742.5,1485.0,0.947
1236,0.0,0.0,3.0,0.843,0.152,0.049,0.286,-1.0,0.052,0.31,0.066,1.096,108.5,0.746,0.548,1.2,2.966,2.3,0.554,-1.0,0.865,0.081,2457.0,102.825,131.478,57.85,0.908,72.444,-1.0,-1.0,42.0,2469.886,1086.75,189.0,756.0,-1.0,2835.0,1890.0,0.962
1237,0.008,0.061,0.793,1.013,0.046,0.073,0.156,0.588,0.054,0.286,0.052,0.673,36.779,0.478,1.032,0.366,0.689,0.713,0.544,5.625,1.007,0.176,464.196,33.857,37.982,17.606,0.708,76.556,2096.0,589.5,22.366,974.702,451.816,17.131,1001.765,2096.0,2096.0,698.667,0.983
1238,0.028,0.083,0.793,1.119,0.054,0.073,0.156,0.478,0.038,0.298,0.049,0.527,484.017,0.522,1.114,1.517,0.818,0.926,0.387,1.18,1.0,0.176,5684.541,561.168,519.123,231.706,0.841,76.778,8045.333,6307.569,243.466,12827.381,5725.383,225.446,13183.529,8045.333,8045.333,12068.0,0.971
1239,0.022,0.069,1.593,2.192,0.105,0.049,0.167,0.883,0.039,0.309,0.036,0.955,6.618,0.603,1.433,0.0,1.695,2.185,0.457,5.231,0.953,0.0,136.0,6.529,7.385,3.41,0.843,72.0,312.0,74.182,2.286,168.9,78.0,6.857,84.0,312.0,-1.0,312.0,0.879
1240,0.0,0.0,0.785,1.855,0.092,0.049,0.2,-1.0,0.029,0.0,0.061,0.534,404.148,0.603,0.641,1.364,0.776,1.308,0.241,-1.0,2.8,0.176,4458.667,383.011,140.8,210.824,0.888,72.222,-1.0,-1.0,281.6,9403.429,14080.0,184.123,10767.059,-1.0,5162.667,15488.0,0.935
1241,0.02,0.085,1.732,0.508,0.105,0.073,0.156,1.045,0.035,0.309,0.045,0.459,529.499,0.522,1.2,0.0,1.968,2.185,0.393,7.077,0.949,0.0,5963.088,613.899,580.308,241.408,0.882,76.667,26404.0,6900.275,259.213,14734.375,6129.5,538.857,6601.0,26404.0,-1.0,6601.0,0.902
1242,0.018,0.074,2.018,2.323,0.113,0.073,0.156,1.045,0.043,0.28,0.039,0.479,152.329,0.527,1.597,1.125,1.968,1.81,0.368,4.128,0.925,0.0,1834.8,143.7,175.579,71.168,0.882,77.111,8896.0,2034.228,92.667,4343.75,1760.667,158.857,1946.0,8896.0,2965.333,8896.0,0.902
1243,0.0,0.03,2.787,0.843,0.3,0.049,0.0,3.5,0.0,0.188,0.035,1.517,102.302,0.595,0.759,0.75,2.966,-1.0,0.281,-1.0,0.769,0.081,3339.0,100.921,148.4,56.779,0.908,70.778,-1.0,2597.0,65.956,2424.148,927.5,185.5,742.0,-1.0,2782.5,1855.0,0.967
1244,0.024,0.113,1.593,0.783,0.143,0.049,0.156,0.98,0.0,0.0,0.051,0.609,423.824,0.583,0.609,0.75,2.19,-1.0,0.261,2.0,0.0,0.0,7172.667,418.102,768.5,215.342,1.074,81.778,18444.0,5269.714,170.778,10970.337,3074.0,439.143,5379.5,18444.0,18444.0,9222.0,0.902
1245,0.02,0.101,0.793,-1.0,0.044,0.049,0.0,0.382,0.0,0.333,0.05,0.955,107.809,0.746,1.433,1.962,0.776,-1.0,0.506,5.846,0.685,0.176,2176.0,104.457,146.286,56.097,0.866,75.444,2496.0,1122.462,45.176,2628.571,1008.0,50.215,2936.471,2496.0,1664.0,-1.0,0.935
1246,0.013,0.075,1.732,0.586,0.1,0.073,0.156,1.045,0.05,0.286,0.044,0.566,56.712,0.522,0.869,1.597,1.787,1.558,0.458,3.002,1.007,0.0,715.783,65.752,58.568,25.856,0.801,76.667,4444.0,739.054,34.488,1578.125,696.694,57.714,707.0,-1.0,740.667,740.667,0.925
1247,0.033,0.0,0.793,1.349,0.071,0.049,0.156,-1.0,0.022,0.357,0.035,1.517,257.731,0.595,0.759,0.703,0.776,1.438,0.309,-1.0,0.662,0.176,8262.0,249.719,292.091,134.108,0.866,71.889,3672.0,-1.0,163.2,6283.929,2885.143,120.046,7020.0,3672.0,7344.0,7344.0,0.935
1248,0.0,0.101,0.793,0.843,0.044,0.049,0.0,0.382,0.0,0.333,0.05,0.955,103.598,0.595,1.433,1.133,0.776,-1.0,0.506,1.267,0.328,0.176,2091.0,100.377,140.571,53.906,0.866,75.778,-1.0,1078.615,43.412,2525.893,968.625,48.254,2821.765,-1.0,2767.5,1845.0,0.947
1249,0.0,0.0,0.793,0.787,0.058,0.049,0.667,0.448,0.128,0.25,0.0,0.674,273.453,0.461,0.843,0.571,0.776,0.392,0.379,4.286,1.319,0.176,3896.0,264.952,216.444,148.486,0.904,72.333,-1.0,3339.429,365.25,6388.976,4383.0,127.369,7448.235,-1.0,4545.333,4545.333,0.935
1250,0.0,0.143,0.915,0.534,0.054,0.049,0.156,0.305,0.034,0.0,0.056,0.955,451.143,0.495,0.717,0.211,0.776,0.926,0.409,-1.0,0.93,0.176,8947.667,429.527,475.461,224.426,0.843,75.556,-1.0,3684.333,394.75,11109.393,5243.84,206.485,12074.706,-1.0,30001.0,5000.167,0.947
1251,0.0,0.083,2.018,1.016,0.118,0.073,0.156,1.045,0.038,0.298,0.044,0.479,447.945,0.527,1.012,1.012,1.968,2.023,0.352,7.077,0.97,0.0,5391.081,520.227,492.323,209.28,0.882,77.111,-1.0,5981.946,230.897,12773.438,5429.815,467.143,5722.5,-1.0,11445.0,11445.0,0.902
1252,0.044,0.031,2.018,-1.0,0.1,0.049,0.0,1.929,0.033,0.235,0.035,0.645,106.301,0.786,1.06,1.298,1.695,1.558,0.483,8.308,0.714,0.0,1484.522,105.546,112.497,53.242,0.814,75.556,2522.0,2619.0,68.978,2827.55,1338.204,110.857,1358.0,2522.0,1681.333,-1.0,0.902
1253,0.0,0.057,3.532,1.199,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,223.836,0.527,1.005,0.75,3.128,2.618,0.347,4.404,1.292,0.081,3125.913,211.157,174.416,115.034,0.881,76.889,-1.0,2989.144,145.244,5802.557,3827.0,408.5,1634.0,-1.0,6127.5,6127.5,0.93
1254,0.0,0.083,3.532,0.759,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,360.822,0.527,1.114,0.373,3.128,3.539,0.387,5.215,1.0,0.081,4342.541,340.384,396.569,185.434,0.881,77.222,-1.0,4818.485,185.989,9353.693,4373.741,658.5,2634.0,-1.0,25023.0,6255.75,0.93
1255,0.022,0.044,2.018,1.0,0.114,0.049,0.156,1.286,0.051,0.312,0.046,0.877,469.863,0.368,2.192,-1.0,1.238,2.143,0.577,4.154,0.833,0.0,6517.0,466.522,457.333,246.32,0.622,76.0,22295.0,7717.5,0.0,11940.688,6431.25,490.0,6002.5,22295.0,11147.5,7431.667,0.891
1256,0.011,0.085,1.115,2.238,0.058,0.049,0.156,0.578,0.035,0.309,0.05,0.505,70.411,0.527,1.322,0.52,0.988,1.207,0.433,5.898,0.897,0.217,812.574,66.423,79.077,37.83,0.921,76.889,3598.0,940.281,35.322,1745.924,835.25,40.579,1627.667,3598.0,3598.0,3598.0,0.973
1257,0.0,0.075,0.793,1.016,0.046,0.073,0.156,0.478,0.05,0.286,0.04,0.514,457.907,0.522,0.789,0.837,0.901,0.713,0.416,7.077,1.007,0.176,5779.413,421.539,472.893,219.206,0.926,76.778,-1.0,5967.311,278.463,12135.417,5625.286,213.285,12472.353,-1.0,11417.0,11417.0,0.935
1258,0.0,0.124,1.732,-1.0,0.105,0.073,0.156,0.722,0.035,0.309,0.05,0.505,343.08,0.522,1.322,1.819,1.787,2.185,0.433,12.0,0.949,0.0,3863.676,315.831,376.0,156.416,0.801,76.667,-1.0,3087.158,167.953,9546.875,3971.5,349.143,4277.0,-1.0,4888.0,-1.0,0.947
1259,0.017,0.059,0.793,0.57,0.067,0.073,0.156,0.478,0.066,0.205,0.041,0.759,314.443,0.522,0.886,2.1,0.689,0.538,0.37,2.202,1.544,0.176,4480.0,289.469,211.892,150.528,0.708,76.778,8400.0,4097.725,106.667,8333.333,5920.0,146.462,8564.706,8400.0,5600.0,3360.0,0.947
1260,0.0,0.038,1.593,1.265,0.132,0.049,0.222,1.714,0.045,0.286,0.039,0.506,406.176,0.746,0.607,0.289,1.695,1.496,0.366,-1.0,1.373,0.0,4419.0,400.692,314.461,205.654,0.828,73.889,-1.0,8838.0,339.923,10550.362,6899.842,420.857,5155.5,-1.0,22095.0,11047.5,0.902
1261,0.018,0.076,1.732,2.323,0.105,0.073,0.156,0.667,0.035,0.309,0.026,0.459,477.279,0.522,1.2,0.531,1.968,2.185,0.393,4.375,0.949,0.0,5375.0,439.372,523.077,217.6,0.882,76.778,27200.0,3966.667,200.0,13281.25,5525.0,485.714,5950.0,27200.0,27200.0,27200.0,0.902
1262,0.038,0.085,1.732,2.177,0.105,0.073,0.156,1.045,0.035,0.309,0.045,0.459,47.728,0.522,1.2,0.485,1.968,2.185,0.393,2.202,0.949,0.0,537.5,55.336,52.308,16.979,0.688,76.667,1275.0,621.976,23.365,1702.125,552.5,48.571,595.0,1275.0,2550.0,2550.0,0.925
1263,0.027,0.122,1.062,0.787,0.088,0.049,0.186,0.429,0.056,0.235,0.046,0.645,442.85,0.603,1.06,0.418,1.13,0.997,0.366,2.411,1.373,0.105,6144.696,436.872,342.854,309.176,1.142,72.111,11242.0,3613.5,274.195,8342.278,7522.842,305.905,8431.5,11242.0,22484.0,7494.667,0.974
